timestamps,data,sampling_rate
0.05,0.00121719142618666,20
0.1,0.0012010587434971,
0.15,0.000997194980038358,
0.2,0.0012793534231791,
0.25,0.00106540712846597,
0.3,0.0010534675044521,
0.35,0.00117448636350814,
0.4,0.0011795893134018,
0.45,0.00118203621279051,
0.5,0.00114838913954696,
0.55,0.0011606814056939,
0.6,0.00125896424285913,
0.65,0.00114070959082085,
0.7,0.00116983852271234,
0.75,0.00118378109629313,
0.8,0.00116399707959286,
0.85,0.00116425529307339,
0.9,0.00118151214751954,
0.95,0.00110493476958401,
1,0.0011039921739635,
1.05,0.00119387637273425,
1.1,0.00105937323011188,
1.15,0.00115988585763012,
1.2,0.00104977851879078,
1.25,0.00119647008849998,
1.3,0.00121626107726031,
1.35,0.0012709402115725,
1.4,0.00104234771325234,
1.45,0.001066671525553,
1.5,0.00097247584025799,
1.55,0.00113380801111509,
1.6,0.0012487384681784,
1.65,0.00117704088380786,
1.7,0.00119797583487492,
1.75,0.00121639237439411,
1.8,0.00129616160675412,
1.85,0.00128016995796184,
1.9,0.00112861998803785,
1.95,0.00109335640710363,
2,0.00118232173940758,
2.05,0.000918602142355623,
2.1,0.00120460235644941,
2.15,0.00111641629499953,
2.2,0.0012791243232339,
2.25,0.00125851148438378,
2.3,0.00107917243236665,
2.35,0.0012278680400136,
2.4,0.00132159104262045,
2.45,0.00106459544666111,
2.5,0.00118395615534922,
2.55,0.00106589614689604,
2.6,0.00132009865849161,
2.65,0.00123728152827318,
2.7,0.00126558376157004,
2.75,0.00130041633320466,
2.8,0.00132600006787169,
2.85,0.00122240531234649,
2.9,0.00118032325354085,
2.95,0.00134440352335349,
3,0.00121084370962451,
3.05,0.00134747777503614,
3.1,0.00128460444026785,
3.15,0.00134789726478369,
3.2,0.0010590085802331,
3.25,0.00129627515750546,
3.3,0.00101099971242841,
3.35,0.00117624508712626,
3.4,0.0010542778880992,
3.45,0.00123920138310401,
3.5,0.00126573652471433,
3.55,0.00126557537791568,
3.6,0.00125999508164489,
3.65,0.00123324528691303,
3.7,0.00124520246655354,
3.75,0.00120603574954337,
3.8,0.00111452387576423,
3.85,0.00114118491978755,
3.9,0.00127653989297047,
3.95,0.00112876884126549,
4,0.00130463195450007,
4.05,0.00114770891173573,
4.1,0.00115865075516724,
4.15,0.00124080581689788,
4.2,0.00127948109785627,
4.25,0.00116178700348982,
4.3,0.0010690974122261,
4.35,0.00117729997740866,
4.4,0.00128727691021259,
4.45,0.0012224954547632,
4.5,0.00118213787140373,
4.55,0.00128817290103201,
4.6,0.00121217962323808,
4.65,0.00112998134548666,
4.7,0.00111833906023983,
4.75,0.00123440670883266,
4.8,0.00108701769000336,
4.85,0.00131401914261675,
4.9,0.0011715270559807,
4.95,0.00136047686921499,
5,0.00125107163336305,
5.05,0.00105779976935793,
5.1,0.00125365279899032,
5.15,0.00110868229384308,
5.2,0.00117443935792993,
5.25,0.00118009031630098,
5.3,0.00110314135107228,
5.35,0.0011663122205195,
5.4,0.00126439144147928,
5.45,0.0012213826703336,
5.5,0.00126020792873586,
5.55,0.00111109552159836,
5.6,0.0011462830487169,
5.65,0.001258653238767,
5.7,0.00114060642928533,
5.75,0.00133504727626919,
5.8,0.00122544965719329,
5.85,0.00120408401995817,
5.9,0.00121756715687438,
5.95,0.00114885544369663,
6,0.00121137602285953,
6.05,0.001146716869662,
6.1,0.00119584297220295,
6.15,0.00121483893566161,
6.2,0.00134368332362784,
6.25,0.00120211428738011,
6.3,0.00129044603034087,
6.35,0.0010784680820386,
6.4,0.00123618644732035,
6.45,0.00120865275064976,
6.5,0.00108733602073994,
6.55,0.00114950268824071,
6.6,0.00125219847704832,
6.65,0.00121984367681966,
6.7,0.00140116971454124,
6.75,0.00130495509145804,
6.8,0.00096102841758881,
6.85,0.00137035822345447,
6.9,0.00119730071149938,
6.95,0.00122622608835482,
7,0.00120581581651222,
7.05,0.00117969234059444,
7.1,0.00112699902610184,
7.15,0.00125447247818182,
7.2,0.00121144121510028,
7.25,0.00121792385208737,
7.3,0.00124519319551167,
7.35,0.00126400882797728,
7.4,0.00126896414109353,
7.45,0.00106068839222066,
7.5,0.00132763036232416,
7.55,0.00127070585508856,
7.6,0.00122642531344935,
7.65,0.00125554617817002,
7.7,0.00123897354729682,
7.75,0.00111635879030835,
7.8,0.00146299049535104,
7.85,0.00127460044355263,
7.9,0.00144376289715933,
7.95,0.00108557046157564,
8,0.00126932613812393,
8.05,0.00127487205745182,
8.1,0.00120827790456262,
8.15,0.00119122918201165,
8.2,0.00143485087069981,
8.25,0.00123688093251724,
8.3,0.00117642933094929,
8.35,0.00114916892852404,
8.4,0.0011748532045291,
8.45,0.0012344292925748,
8.5,0.00117859583239208,
8.55,0.00119116727303416,
8.6,0.00110964073801504,
8.65,0.00126905656795905,
8.7,0.00117822043397586,
8.75,0.00121596945278224,
8.8,0.00123136837116863,
8.85,0.00126107932282634,
8.9,0.00115102959582417,
8.95,0.00113163232959351,
9,0.00127424593841664,
9.05,0.00121178534461692,
9.1,0.00114118470721892,
9.15,0.00123583634074769,
9.2,0.00118593515050972,
9.25,0.000900690467546767,
9.3,0.00115859943227836,
9.35,0.00126650350145674,
9.4,0.00116477459817756,
9.45,0.00114279076942986,
9.5,0.00132260200046525,
9.55,0.00112668589788075,
9.6,0.000970419763978245,
9.65,0.00103395693025557,
9.7,0.00126860963756643,
9.75,0.00103657988194029,
9.8,0.00120971927039109,
9.85,0.00123304484141178,
9.9,0.00129178109809211,
9.95,0.00111979798969501,
10,0.00126256445882335,
10.05,0.001169561114771,
10.1,0.00127803860146925,
10.15,0.00139343056691287,
10.2,0.00130298400351357,
10.25,0.00121034943217356,
10.3,0.00114506217999151,
10.35,0.00112339050706657,
10.4,0.00116558620315257,
10.45,0.00109942051063569,
10.5,0.00115675338714635,
10.55,0.00129055595016282,
10.6,0.00128628681167617,
10.65,0.0011730268606947,
10.7,0.00116307739329309,
10.75,0.00117494064911329,
10.8,0.0012233683667162,
10.85,0.00120463163992345,
10.9,0.00121586259622367,
10.95,0.00119161239155511,
11,0.00121171793288662,
11.05,0.0010720741749314,
11.1,0.0011007802151907,
11.15,0.00120644927905682,
11.2,0.00113121748162839,
11.25,0.00108927911569705,
11.3,0.00110592745993435,
11.35,0.00136890759437732,
11.4,0.00135585490918676,
11.45,0.00117675469865632,
11.5,0.00120596889942844,
11.55,0.0010912599024934,
11.6,0.00126517379859569,
11.65,0.0011691467595882,
11.7,0.001282965309962,
11.75,0.00129558720509301,
11.8,0.00118580049090528,
11.85,0.00119894526147749,
11.9,0.00110223683100723,
11.95,0.00109334783840335,
12,0.00119507595483879,
12.05,0.00109218024840792,
12.1,0.00108179620637725,
12.15,0.00120485406179702,
12.2,0.00113497299332351,
12.25,0.00137949598754095,
12.3,0.00109905551628552,
12.35,0.00117164699488157,
12.4,0.00118710185074356,
12.45,0.00133607338569487,
12.5,0.00117723173255063,
12.55,0.00114908849956848,
12.6,0.00118815475107669,
12.65,0.00128982526162825,
12.7,0.0010660948793997,
12.75,0.00112940424611439,
12.8,0.00124480477747882,
12.85,0.00133152673461859,
12.9,0.00120679539232443,
12.95,0.00124496805174847,
13,0.00130407903526963,
13.05,0.00108810087885895,
13.1,0.00122076587105025,
13.15,0.0010009193334189,
13.2,0.00113564978730807,
13.25,0.00107744808157208,
13.3,0.00128410548939378,
13.35,0.00114435006197135,
13.4,0.00128922190668443,
13.45,0.00117801237464442,
13.5,0.0010060983628225,
13.55,0.00130968891702523,
13.6,0.00118421207330833,
13.65,0.00122253681005061,
13.7,0.000960440093820609,
13.75,0.00120474478451618,
13.8,0.00110578873343106,
13.85,0.00114301741690728,
13.9,0.00105939194474729,
13.95,0.00103981003553835,
14,0.00103770754901273,
14.05,0.00114100890512549,
14.1,0.00113957776087735,
14.15,0.00129785401465086,
14.2,0.00113925058408473,
14.25,0.00112494268764706,
14.3,0.00121583626880021,
14.35,0.00121698990845856,
14.4,0.00124971920638906,
14.45,0.00110758289833441,
14.5,0.00119413760828797,
14.55,0.00128171519870682,
14.6,0.00121507910770688,
14.65,0.00117699544759466,
14.7,0.00121566917203,
14.75,0.00123880926310117,
14.8,0.00113516470541479,
14.85,0.00104626565490084,
14.9,0.00119111565763562,
14.95,0.00112009892572495,
15,0.00127200811188374,
15.05,0.00132841818177375,
15.1,0.00121842814157042,
15.15,0.00127263718648776,
15.2,0.00113376654873634,
15.25,0.0012333586977228,
15.3,0.00116411515030479,
15.35,0.00122586865462674,
