,"0.0, 9.0","1.0, 50.0","2.0, 18.0","2.0, 38.0","3.0, 5.0","3.0, 34.0","4.0, 19.0","5.0, 36.0"
-5.0,-0.022711641672475025,-0.06823738491491149,0.1337275501261454,0.1219565279225745,0.16760089627652303,1.075460113986097,-0.388165735865752,0.306598552682647
-4.95,0.03529612012819494,-0.0595904871866825,0.1629057466163294,0.09767194845688348,0.10226991200508603,1.021775439380686,-0.35299779516493,0.328262258332481
-4.9,0.03238282787881197,-0.04380335104198749,0.1964611880054634,0.07303480560067749,0.07207176994957804,0.9901410707842471,-0.34431006682126597,0.29751060520512296
-4.85,0.015419838727511959,-0.006660676519511494,0.1963227383820584,0.08434558405390849,0.06885456025555203,0.931607916338992,-0.36282168999965003,0.24444466938813703
-4.8,0.042446294273779994,0.006034860694230509,0.19511706902684742,0.1185044242264395,0.06004798120442803,0.8415552891182839,-0.377565225772002,0.19919541132875296
-4.75,0.07937788402676094,-0.0011366145491374935,0.17631546744115942,0.1226705884859115,0.043200633123467,0.6972489785290309,-0.36382043531958597,0.15795183748726194
-4.7,0.11968484395773393,-0.004752222716727483,0.1523571192187444,0.0974221526249395,-0.01600672054249197,0.556508125182361,-0.31354867822142296,0.17294497353015592
-4.65,0.14398454513513492,-0.012369188826883482,0.1690403245326534,0.0646884410495755,-0.07740431322073199,0.444341595004336,-0.25797765139114504,0.16808761572173492
-4.6,0.1265995902701189,0.03990185043180852,0.19972907898855238,0.04607736572743648,-0.11841737748981396,0.365983792586078,-0.190742653976258,0.136486682888176
-4.55,0.044810340120950976,0.09928168938499748,0.2146023560809094,0.035030693947317504,-0.134660827917718,0.321138789940053,-0.16359824957130698,0.08005555046333401
-4.5,-0.012018809633309036,0.12794905572021753,0.2052388292699274,0.0602381840411155,-0.13314644160950295,0.24857059865568198,-0.171298931681363,0.06651131398555998
-4.45,-0.05250875808478006,0.10203439309523249,0.18647525750908742,0.0637747425612735,-0.15902176653122296,0.13529745827121697,-0.13706482746898596,0.09288446374375692
-4.4,-0.07562611054587703,0.0801069244068795,0.16830887367842642,0.0478918169268725,-0.18869254095549598,-0.0050976109075090426,-0.05959974759923298,0.11792314591592001
-4.35,-0.11297092684798304,0.10526705000446951,0.1587762561325964,0.021367450039361496,-0.235500367159303,-0.12784719795195798,0.009469728346144013,0.09769338508246894
-4.3,-0.17224871711635903,0.1258564580898665,0.17841883667488442,-0.006753640703163505,-0.2671868479923559,-0.179198281654122,0.08484250295603901,0.08255745170427697
-4.25,-0.24352753517377107,0.18361499716510649,0.17874865597638442,-0.018245932360565903,-0.277378014997372,-0.21985498282903304,0.12719605671641604,0.035760101787630005
-4.2,-0.2909736405697151,0.2383049095847415,0.1616946514461304,-0.04920027982833981,-0.24824752381896997,-0.2906589499494079,0.12991182831542802,-0.017527150051369067
-4.15,-0.28282543768868607,0.2588805368828095,0.1232582395180124,-0.06524585363273791,-0.23506059709578297,-0.4078144680882281,0.141175892949509,-0.018612059521031066
-4.1,-0.25080095011224307,0.24118172545919553,0.09404557407351441,-0.114844727650921,-0.24611661232563997,-0.5092956810473781,0.170814599786617,0.0012054102181690007
-4.05,-0.24737333961341007,0.21655686040100153,0.06322696278976139,-0.1873539437886657,-0.26496071437368496,-0.578094521743008,0.24816880277248402,0.037629301968271966
-4.0,-0.23953284681678405,0.19849252264482053,0.08391940994637839,-0.2411973393146975,-0.29463460346010695,-0.583813331066628,0.3405540714457942,0.05392932363900593
-3.95,-0.25636940787791407,0.2094400079547275,0.1216970264923464,-0.2653809417847255,-0.28038670825369894,-0.5553125582840379,0.38690961397322443,-0.0012054102181690007
-3.9,-0.29044706634679707,0.23846780997376849,0.11275958475013939,-0.23799359594792652,-0.24559918098868394,-0.542787674549408,0.4109178584488907,-0.06468605362285307
-3.85,-0.295475703069185,0.2139007634235855,0.0723964225451304,-0.19753933042533312,-0.21134181892929793,-0.5414810526320679,0.39682363868993864,-0.10553978339936598
-3.8,-0.24766457100398603,0.1599877494140875,0.036960109725253404,-0.1624699515396212,-0.19385820490058697,-0.576372381805978,0.4030373519468466,-0.10196088456490104
-3.75,-0.19815483958091507,0.1238320691483325,0.009453799424626694,-0.15600294872005221,-0.20705148497757497,-0.6093401148794979,0.4160970290197391,-0.10521373663059608
-3.7,-0.14839990331356706,0.09661342631417952,-0.016829911864624306,-0.1466761596712487,-0.20501015300028297,-0.582002355840648,0.3867604576736628,-0.128306268709801
-3.65,-0.13432301348281006,0.0739485091269435,-0.0411038723484256,-0.0852498099693624,-0.19122663587447097,-0.5086551049483079,0.331306501640813,-0.177866013477479
-3.6,-0.13329789878902204,0.05243508699730853,-0.0916106220849253,0.006753640703163491,-0.16467354445549398,-0.45114424827934796,0.251267294767467,-0.20301182317903899
-3.55,-0.09220630716622202,0.0011366145491375212,-0.1965283604680546,0.0890116676086625,-0.14020690755675597,-0.42776273187148806,0.156360342737572,-0.22271965593953902
-3.5,-0.000735919383212047,-0.048128950344524496,-0.2841242593715926,0.14573286294588847,-0.10902886947031898,-0.42826123901493807,0.08145839882129502,-0.21426636929731901
-3.45,0.08380012472452292,-0.1289677982291809,-0.3796293801769036,0.19098316258123046,-0.11799500846029698,-0.41471774703450803,0.04850163169362204,-0.187598401781649
-3.4,0.14398265920324493,-0.17354688731967138,-0.43800844506239156,0.20965248055586647,-0.13294149941071698,-0.3437314829237379,0.032357809632842016,-0.18612142557743905
-3.35,0.17038858021355296,-0.18465538607751708,-0.48806720200968756,0.24113611013420647,-0.134751573979852,-0.24677082609741796,-0.009469728346144013,-0.19095092495445898
-3.3,0.2016954299267949,-0.1744045001304753,-0.5266512999530006,0.28910049757777045,-0.09741774539063897,-0.14814907670423694,-0.11249362096106896,-0.21639059626510893
-3.25,0.22396671628283893,-0.16784089804443258,-0.6164742908121066,0.34870820352857246,-0.02627799196458097,-0.08342074886578399,-0.23408577721296997,-0.21772973239402904
-3.2,0.28222549551767395,-0.2177964799374772,-0.7450850621820015,0.3923118651294645,0.016006720542492026,-0.06380989149900096,-0.31141937331893,-0.17896781426333908
-3.15,0.3959945035285629,-0.2916825264395426,-0.8366881051524556,0.3801931147026325,0.03863262900773201,-0.03482535353503402,-0.356155710074592,-0.09314447805610504
-3.1,0.4928253421669959,-0.3465270360654795,-0.8967008158334596,0.32303349737403053,0.048137667360569014,0.0050976109075090426,-0.36962135837368093,-0.016574043949563078
-3.05,0.5397648435009159,-0.3640844065889355,-0.9493108210903616,0.2611893019710665,0.06749300358509602,0.06648132642099902,-0.377677643114131,-0.00826511642476302
-3.0,0.5428794835978659,-0.37163203633910846,-0.9862879681431586,0.23859997677465147,0.10999896351293603,0.14961418525318604,-0.38809526860035604,-0.018669752517703975
-2.95,0.5315925505774659,-0.36594624607405346,-0.9951222888519595,0.2217416919022485,0.16746451321570502,0.20529340436313603,-0.36841135046583895,-0.018132535643113012
