,"2.0, 48.0","4.0, 0.0","4.0, 24.0","4.0, 56.0","5.0, 51.0"
-5.0,1.9905481333110353,-0.6271164960141524,-4.02620501730506,-2.860910884616889,-0.2497553177902515
-4.95,2.23202627028913,-0.8100234875344023,-3.891032786672749,-2.725485138165799,-0.1364160841716855
-4.9,2.3633838426664613,-0.9230549356569824,-3.724350123877825,-2.6902948999499894,-0.14087779176864756
-4.85,2.4137293256750314,-0.9916363198989324,-3.578565980369145,-2.709829185282769,-0.19795140697178149
-4.8,2.4411366476319394,-0.9945940965109124,-3.406430868870665,-2.768493173636699,-0.24385989519443352
-4.75,2.3487265863577305,-0.9720857164905723,-3.2199815226947752,-2.843162071071649,-0.2929776701597565
-4.7,2.157231493599453,-0.8976090496693523,-2.990309851596005,-2.868273906589719,-0.3298675050661225
-4.65,1.9321423434460543,-0.6868029946585323,-2.7419642643583453,-2.875939400082149,-0.26542714903833253
-4.6,1.5761416276334204,-0.41979558556590235,-2.528884778919505,-2.898442567090309,-0.1799009166209805
-4.55,1.2540862550381802,-0.09503563710423246,-2.400604623591055,-2.959189855111179,-0.16908142992608455
-4.5,0.9539091013385204,0.21646434381846458,-2.2417600351434652,-3.0781035139352393,-0.1664598135633395
-4.45,0.6531509843961905,0.5200402652948186,-1.9955611868759249,-3.148280296317729,-0.15193296889274155
-4.4,0.37082027675047025,0.8526368880165616,-1.7494157092089653,-3.174132859092939,-0.14230837587638756
-4.35,0.0724374796691003,1.1757221595436407,-1.3999898279349252,-3.137407466731989,-0.11077403980994349
-4.3,-0.2792182196255997,1.5312609444864065,-1.0073976096311852,-3.016699452180029,-0.06650688158615548
-4.25,-0.5839798553761897,1.9053939207119026,-0.503829946516225,-2.9133616172740893,0.023989865527753507
-4.2,-0.8610534427267997,2.2420745469561276,0.027098895101555165,-2.8326629070483693,-0.0057725778268085115
-4.15,-1.0824394395797996,2.5597340269146978,0.4847384925797247,-2.723829452184109,0.07419349606056447
-4.1,-1.2616152806574297,2.793582589585328,0.9159909248638245,-2.594815431920299,0.18500249152268455
-4.05,-1.4751464401371202,2.9307871626656974,1.2350289440000948,-2.386174150049539,0.28885759333395444
-4.0,-1.58319473845662,3.026172167270148,1.520768012252435,-2.1369060329278993,0.44005778692343445
-3.95,-1.6078572700046294,3.0911525178512576,1.7120830504656546,-1.919098875955249,0.5594746475409945
-3.9,-1.5892348121563895,3.0107815681330274,1.8366099636395248,-1.712508154379959,0.6053997464153945
-3.85,-1.4366023824304,2.8817302291554574,1.9308040489530152,-1.538883927873389,0.6237660901528844
-3.8,-1.3109472938341398,2.7025081854851773,2.0332750000661353,-1.284647646606389,0.6777671702294245
-3.75,-1.2646047230782997,2.4863213438592675,2.1122523420459354,-0.942964002198889,0.7259478337361346
-3.7,-1.2524736309651097,2.325480721533638,2.104967503339755,-0.590293823046717,0.8419073343306044
-3.65,-1.2593493255999597,2.1423590887208874,2.026406473446845,-0.277672595102119,0.9045655669862945
-3.6,-1.2257562318407196,1.9355569956471945,1.812003407987815,0.009226499984332004,0.9147261679792246
-3.55,-1.15841023796587,1.6983504651880386,1.496091477600035,0.2172594629882147,0.9015465457911346
-3.5,-1.0953026520412998,1.4713259130772105,1.0862666175914546,0.397722406430996,0.8574447301426246
-3.45,-0.9752545168826496,1.2434935956772877,0.6703402498212849,0.621182065108552,0.9207764582476344
-3.4,-0.8857859562704298,0.9945694229823983,0.2827138699920253,0.879323922841813,0.9608826696401546
-3.35,-0.7925889794587997,0.8088405831090626,-0.06539199006138485,1.13054514696417,0.9648212295968045
-3.3,-0.5996422645715196,0.6785610532399936,-0.3249169339023448,1.241808328509556,0.9040406384381144
-3.25,-0.4357392766020398,0.5491432579028276,-0.49756774551184524,1.275025397716841,0.8084631965340444
-3.2,-0.3014966704351698,0.41225006588312063,-0.5934719988420554,1.308122210714981,0.7191642282496246
-3.15,-0.20423692592012976,0.3036973958820246,-0.6429735939065049,1.322715908830471,0.6435775790044246
-3.1,-0.22992936482807957,0.1667152659454486,-0.6920468263331054,1.3473587349569611,0.6142238763794244
-3.05,-0.25768984355828994,0.03370613780536258,-0.760653298363545,1.2998539116653811,0.5636651491582746
-3.0,-0.21255252303830963,-0.03370613780536247,-0.8636082488126751,1.159588710959343,0.5146561471317445
-2.95,-0.15350490539351958,-0.16216161628848247,-0.9535093465549251,0.9657222319133401,0.36410562729678453
-2.9,-0.06690403986303961,-0.2536153458767323,-0.9608468864566251,0.8107369226947609,0.24722550160121448
-2.85,-0.027834763351199943,-0.39535375126437233,-0.8431809271359851,0.674959961537771,0.13149388230697456
-2.8,0.027834763351200387,-0.5256217242089225,-0.5942305111202648,0.55994445711637,0.0057725778268085115
-2.75,0.07006856566963027,-0.6996990305398123,-0.3008946732237252,0.48510682710931796,-0.08492158264131056
-2.7,0.11229560764837032,-0.9129810576339623,-0.027098895101555165,0.342306644467675,-0.27725036456019947
-2.65,0.1922200116635704,-1.1071045109599922,0.24431364702590486,0.20511318823730879,-0.5084088674847524
-2.6,0.24396458663590037,-1.3278741229880926,0.515712308963395,0.030954177479391998,-0.7070652472169215
-2.55,0.2343268010825703,-1.5841260566924023,0.8033565379391545,-0.014917883360054007,-0.7993919520503635
-2.5,0.23168053772162045,-1.8414514492035923,1.0738873766637749,-0.009226499984332004,-0.8585787883348635
-2.45,0.17478148499252022,-2.0621294117402225,1.2594053402562846,0.009751352185058015,-0.8524619091883756
-2.4,0.14993398059270024,-2.255504264202332,1.3665058441231448,0.08827078801378899,-0.8337398322944235
-2.35,0.24165391033986028,-2.3883353674750123,1.448105336516205,0.1779077726957085,-0.8638537950163286
-2.3,0.3536768358792002,-2.465105287119332,1.557403104945755,0.2751210885326033,-0.8682609825616919
-2.25,0.4611654547615305,-2.5827191876371125,1.6930226893034952,0.408196706677684,-0.8033851491011494
-2.2,0.5925492543011504,-2.6424909517086523,1.8295014554972253,0.573393959646577,-0.6486556127406395
-2.15,0.6785848414741404,-2.7302441772851425,1.9003485459432552,0.749050920016734,-0.45634055594017353
-2.1,0.8183213854735603,-2.6793291182172725,1.9010755944526547,0.8713592252216671,-0.1916649303922825
-2.05,0.9372218983746303,-2.5753276901627724,1.784013203518195,0.965161026545942,0.11890804079739448
-2.0,1.0996680041700904,-2.3698397237629925,1.6207797448475851,1.021375325923242,0.4059501582249746
-1.95,1.2270475965822603,-2.0512993247642424,1.4701554508904353,1.107580365203238,0.8393969352235146
-1.9,1.2815875517072903,-1.6819884576033624,1.3248790952446248,1.119384396789965,1.3727339400877745
-1.85,1.3293075628677102,-1.2601049155336326,1.1429569927759147,1.233447370949106,1.9830531818320543
-1.8,1.3237700149307103,-0.7250935998506425,0.8689189300511853,1.280045858155721,2.5693284252456743
-1.75,1.2444902580338704,-0.11680113031174244,0.5627925729788146,1.294867967653211,3.1417520926905644
-1.7,1.2900551811846803,0.5005808144021816,0.316317710166385,1.278943704821061,3.6793196505803745
-1.65,1.3222887263352403,1.1816238787800746,0.15257786630226455,1.17161476558213,4.215036476876725
-1.6,1.2750045712465503,1.8595330452268977,0.04222598576151526,1.067252876908429,4.808090044790744
-1.55,1.2415704374262502,2.5058913840946273,-0.0984989048292153,0.965953083132002,5.449756643130515
-1.5,1.1834534432647204,3.1788762760922875,-0.2203302116195749,0.863466866749447,5.996727120992255
-1.45,1.0752795576690202,3.8231475087078377,-0.3962209398620553,0.7863379594701949,6.503734909276355
-1.4,1.0176519595506404,4.489404115090678,-0.5908333197387252,0.649462047287465,6.9606900704284245
-1.35,0.9845395687858403,5.054695992614018,-0.7826149476637152,0.531719915444232,7.296498871688946
-1.3,0.9935045619838003,5.4924825412634775,-0.9497513549014851,0.459216365332731,7.575586745967205
-1.25,0.9667358083036102,5.815865090750078,-1.072769661741035,0.41008689608504,7.817318945438594
-1.2,0.9342581996166102,6.007299067467228,-1.179405857145595,0.41526036959035,7.925301978894814
-1.15,0.9795038091349302,6.124998924802018,-1.314843038673125,0.477157467660989,7.9172819229655955
-1.1,1.0476057687537104,6.192436387225248,-1.440917668710525,0.448480629118367,7.682194072323235
-1.05,1.1752285888649603,6.130630537621627,-1.513392234398525,0.438879008577516,7.350635176544405
-1.0,1.3557546391389503,5.987866955979468,-1.587448678264885,0.441767584903842,6.970215249541545
-0.95,1.4166556257118004,5.782463707398227,-1.660986766941455,0.487776126446756,6.540415976480195
-0.9,1.4268242614686903,5.449947486479367,-1.7436893969508551,0.616690950366988,6.111713905450295
-0.85,1.3990394001255804,5.139116536631757,-1.8878572620448248,0.7581779170822409,5.647279950512915
-0.8,1.2641021227988003,4.847255217801978,-2.046125524828745,0.885148676480277,5.076239610798985
-0.75,1.1248788787447503,4.5454070063732175,-2.255274519656515,1.031274904247719,4.5163967950878146
-0.7,1.0013349526083704,4.223319180941098,-2.369355465411305,1.139363944776402,3.9504322131180545
-0.65,0.8205880588119903,3.8384987436835676,-2.413967913042845,1.273642396268821,3.3994499065014945
-0.6,0.5419091319640801,3.5102682028448577,-2.458082789536225,1.436415766956051,2.9130775962163042
-0.55,0.1867837690153702,3.257746759932828,-2.457846814219015,1.609311215771171,2.4474160103639844
