timestamps,data,sampling_rate
0.05,0.0011768928923905,20
0.1,0.00136548215357191,
0.15,0.00128532723972821,
0.2,0.0013435223021025,
0.25,0.00140274863291251,
0.3,0.0012581906931765,
0.35,0.00155799938106762,
0.4,0.00127642692766631,
0.45,0.00133940321380306,
0.5,0.0014099614358334,
0.55,0.00140869112289948,
0.6,0.00151112039902048,
0.65,0.00145402435429207,
0.7,0.00127823648206728,
0.75,0.0013807741731836,
0.8,0.00122382623134424,
0.85,0.00124287183756036,
0.9,0.00139961122532686,
0.95,0.00131335415414899,
1,0.00129290558143388,
1.05,0.00143561870237069,
1.1,0.00122429438121586,
1.15,0.00134848176973442,
1.2,0.00138552498391813,
1.25,0.0011336373286837,
1.3,0.00148348159295128,
1.35,0.00123751325401025,
1.4,0.00146557442126243,
1.45,0.00141194934353363,
1.5,0.00141899935697196,
1.55,0.00135026725987072,
1.6,0.00165173735989479,
1.65,0.0013962888353329,
1.7,0.0015696206128601,
1.75,0.00134108620342029,
1.8,0.00137413909957628,
1.85,0.00152091435296708,
1.9,0.00129809278190017,
1.95,0.00144987066323346,
2,0.00134316082933198,
2.05,0.00144939526496269,
2.1,0.00124474753121077,
2.15,0.00128998577284221,
2.2,0.00120070788509999,
2.25,0.0014480381067674,
2.3,0.00132836492094332,
2.35,0.00138138252393046,
2.4,0.00139107721669659,
2.45,0.00128656376375423,
2.5,0.00127611234777771,
2.55,0.00123688549856739,
2.6,0.00109013082656137,
2.65,0.00130852648253202,
2.7,0.00128914259041191,
2.75,0.00132705561312999,
2.8,0.00120901542161525,
2.85,0.0013377994354682,
2.9,0.00126610254845359,
2.95,0.00127580372416109,
3,0.00133137464396121,
3.05,0.00125199359636506,
3.1,0.00138317120262302,
3.15,0.00119952708671752,
3.2,0.00143876968517581,
3.25,0.00135241661904717,
3.3,0.00156314028005012,
3.35,0.00153854316237339,
3.4,0.00118952193774601,
3.45,0.00131640434989111,
3.5,0.00150940788894545,
3.55,0.00141904765625881,
3.6,0.00140639165697405,
3.65,0.00120333050653332,
3.7,0.00123947508742941,
3.75,0.00141713446610263,
3.8,0.00137627828408622,
3.85,0.00150889386187953,
3.9,0.00144527200546343,
3.95,0.00130348016573988,
4,0.00132228076711106,
4.05,0.00111187902445413,
4.1,0.00121327957292457,
4.15,0.00142521597714029,
4.2,0.00135976702372054,
4.25,0.00148665786375213,
4.3,0.00150021267583709,
4.35,0.0014787683343575,
4.4,0.00127968058112698,
4.45,0.00145278600828073,
4.5,0.0013810732295268,
4.55,0.00143506642748155,
4.6,0.00117909242705222,
4.65,0.00132992035657389,
4.7,0.00133723327770224,
4.75,0.00128564890916128,
4.8,0.00132657033266068,
4.85,0.00140847549558091,
4.9,0.00133388743901334,
4.95,0.00132799985236478,
5,0.00136340628360507,
5.05,0.00124796119740234,
5.1,0.00145577707919234,
5.15,0.00123310175989567,
5.2,0.00138723003566812,
5.25,0.00131548056037948,
5.3,0.00131333007813536,
5.35,0.00122476518988876,
5.4,0.00144207092992878,
5.45,0.00123084193947841,
5.5,0.00123869588332057,
5.55,0.00123240158386784,
5.6,0.00131995321248135,
5.65,0.00134804301495519,
5.7,0.00109679269421301,
5.75,0.0013683926946858,
5.8,0.00122292439472928,
5.85,0.00143022816871165,
5.9,0.0012564870243062,
5.95,0.00137496424238015,
6,0.00134160043111204,
6.05,0.00134739216700021,
6.1,0.0012584152013601,
6.15,0.00142187491852191,
6.2,0.00149148744101604,
6.25,0.00125805040001742,
6.3,0.00148091824588502,
6.35,0.00144245072439722,
6.4,0.00121044809281426,
6.45,0.00137828126814579,
6.5,0.00132491341327962,
6.55,0.0011966583588426,
6.6,0.00141190734323361,
6.65,0.00133736074979458,
6.7,0.0011893853814797,
6.75,0.00124455497932055,
6.8,0.00135488584985337,
6.85,0.00145195783053329,
6.9,0.0011895937156786,
6.95,0.0011046926043919,
7,0.00131524958713006,
7.05,0.00120501150477464,
7.1,0.00119592174715185,
7.15,0.00130735811216177,
7.2,0.00121453140060885,
7.25,0.0011413844956666,
7.3,0.00132496260912783,
7.35,0.00120980299275398,
7.4,0.00117452485475323,
7.45,0.00134404086473415,
7.5,0.00123265417595388,
7.55,0.0012246930348199,
7.6,0.00131887194179834,
7.65,0.00119176400110145,
7.7,0.00131458556784583,
7.75,0.00124111058571273,
7.8,0.00112423970066512,
7.85,0.00138096914084942,
7.9,0.0012253485032565,
7.95,0.0013367697252888,
8,0.00109405168668678,
8.05,0.00117787463955424,
8.1,0.00134709647492549,
8.15,0.00115923275691521,
8.2,0.00129367819381302,
8.25,0.00134654093749886,
8.3,0.00127429281790572,
8.35,0.00121760893651891,
8.4,0.00112515835734082,
8.45,0.00113390684514378,
8.5,0.00138001548608161,
8.55,0.00111453875686696,
8.6,0.00122155384090536,
8.65,0.00121158677911482,
8.7,0.0013394035628978,
8.75,0.00125678393388718,
8.8,0.00122813070568057,
8.85,0.00109514086297444,
8.9,0.0015344570087791,
8.95,0.00139713256195545,
9,0.00144604234766915,
9.05,0.00129804751660876,
9.1,0.00124821285911188,
