Start,End
28.49712765314144,33.99657334058979
71.49279393682852,73.49259236862792
95.49037511842133,99.98992158996997
131.98669649876035,133.4865453226099
144.98538630545644,149.4849327770051
185.98125415734413,190.4808006288928
207.97903690713756,213.47848259458587
227.47707161718168,230.97671887283065
257.47404809417264,257.9739977021225
267.9729898611195,271.9725867247183
283.9713773155147,289.4708230029631
306.46910967325795,331.46659007075044
355.46417125234325,362.4634657636411
