Start,End
10.499012814060624,14.498636743226577
126.98805975101898,129.48782470674772
171.4838759629902,183.48274775048804
197.98138449371464,199.48124346715187
272.97433316557624,278.97376905932515
335.46845705879423,336.4683630410857
364.9656835363932,371.4650724212878
