,"0.0, 20.0","2.0, 46.0","3.0, 4.0","3.0, 11.0","3.0, 25.0","3.0, 49.0","3.0, 55.0","4.0, 41.0","5.0, 0.0","5.0, 16.0","5.0, 34.0"
-1.65,1.855116306187091,1.7035682753265293,2.3146349696120203,-7.628847598269674,-0.1891629704767097,2.7904528193439626,-0.3999123396630504,-1.6340187207759853,-2.173618305345082,-1.42621919988833,0.12601840934552055
-1.6,1.955503771781176,1.6576068754076396,2.3535012328487905,-7.633459485604154,-0.09235478458368984,2.899574432783713,-0.5606533711467905,-1.5446523097281752,-2.244689779417906,-1.4979799456131202,0.5074945286931035
-1.55,2.1137703796536567,1.5444344676948094,2.4477825064017606,-7.609586547427305,-0.00988210285346991,3.083515126281207,-0.6701052953790303,-1.485746742864965,-2.279557327685294,-1.4652516053269604,0.8628133759424835
-1.5,2.363305015179165,1.4842507986957694,2.60529764644105,-7.522212784443615,0.11381875640988026,3.211806503669263,-0.7746127198777604,-1.4064950844826152,-2.312054424747536,-1.4114013020678202,1.2622314827903334
-1.45,2.566577435876015,1.4152890223487495,2.8392571692391506,-7.442434190762665,0.3349352738076701,3.288098152626307,-0.8282881861885203,-1.2841894038833752,-2.380651936472386,-1.35244082114164,1.6969623490059136
-1.4,2.7728465704720247,1.3484674670944994,2.9386549424650505,-7.3222186127752344,0.63305799295415,3.266943094693368,-0.8512958913914903,-1.1461230026997953,-2.453786201704896,-1.3038246980787003,2.1624250637515634
-1.35,2.9051992226259946,1.3022428109169693,2.9493931886398803,-7.197159939683244,0.8553810298942002,3.239574356760904,-0.8607213147490704,-1.0010607107538152,-2.531420424899145,-1.3218127888576703,2.6785948273897433
-1.3,2.9879562362531047,1.2489998228018893,3.0106457389170704,-7.0259601403472045,1.01758970960595,3.226401093079926,-0.7747945934833205,-0.8583983771731853,-2.579756994381055,-1.2674958066199102,3.258253795738013
-1.25,3.032775358513975,1.2867224695011896,3.0542129965950005,-6.809204245785864,1.1365175607956501,3.1980217065742,-0.6834817751115203,-0.8218761281276854,-2.592476423814605,-1.1294575365808703,3.7752143523230934
-1.2,2.992556553408515,1.2777175672845096,3.1515072673290203,-6.511490769198945,1.25286843108558,3.261425415313716,-0.6054893980360303,-0.744986152034055,-2.5971173119386153,-1.0040049468044003,4.264759630359554
-1.15,2.912264670870235,1.2093625379511095,3.3092064685991707,-6.314712741801604,1.3806644204287002,3.272225943430985,-0.6398423634218704,-0.6639974640721453,-2.751109700394645,-0.9482486635920804,4.670956022148563
-1.1,2.808881668508535,1.2180194247601595,3.4097940035896905,-6.0059559422748245,1.52022164041743,3.302475176293495,-0.6467090929055404,-0.6645752237147753,-2.935370773485155,-1.0432678794651404,5.089449141766574
-1.05,2.734589270775885,1.2130599532257493,3.3725127176519223,-5.659999693471194,1.6191122979955201,3.3268277881966197,-0.6814250163385405,-0.7125444341632852,-3.056937538162905,-1.2190641303577103,5.431017655761173
-1.0,2.589475722081845,1.2159625201867694,3.3308386982103904,-5.202528891369563,1.733692395450817,3.328878832955653,-0.6498731021818103,-0.8786886259658151,-2.998685273396615,-1.30187077308759,5.670169277025604
-0.95,2.4387563027928447,1.2330054075135095,3.2716080785908304,-4.716579978033155,1.856510995242576,3.453410394258488,-0.6248964283716605,-1.1556118627843353,-2.883375882354595,-1.3003644041113502,5.7787295136326335
