,"0.0, 8.0","1.0, 48.0","2.0, 12.0","2.0, 53.0","3.0, 10.0","3.0, 28.0","3.0, 45.0","3.0, 58.0","4.0, 4.0","4.0, 16.0","4.0, 22.0","4.0, 44.0","4.0, 58.0","5.0, 6.0","5.0, 28.0","5.0, 42.0"
-3.55,0.08652632325172094,0.29960489967155013,0.3126766812837438,0.22822526606211957,0.4745227861452781,0.0017561285635530055,0.3693472875456394,-0.0504254760756101,-0.03044225349873253,-0.09556173161811599,0.5988727181102516,-0.3798155223447275,0.2855472084923356,0.17594410165319851,-0.18337424304378103,0.12983416470669315
-3.5,0.004355830590583976,0.29462089811245007,0.27482620667022784,0.2587305825823625,0.542855430279708,0.0951104469814531,0.3808762295045396,-0.026072081984909068,-0.1085930422196496,-0.06529862430391198,0.6365045672966856,-0.4576002765721715,0.25016503894634945,0.23933764478647757,-0.23410068709252607,0.06628436280353925
-3.45,-0.026998407263103097,0.28221239380975005,0.1958564863429148,0.27243740239518155,0.617339356538708,0.12234282829667409,0.34182799911253947,-0.02191865094061307,-0.17883534105370857,-0.05039289071452191,0.6168958521332224,-0.5370971128442645,0.2603080815048885,0.21499800699560156,-0.2987539442785181,0.04485556109406625
-3.4,-0.004355830590584087,0.23372469515171002,0.10309042839639082,0.36166852179805253,0.679108296121588,0.09583194863147704,0.2709112127883295,0.03448749842227794,-0.24923704429458654,-0.09589317804970299,0.5513369926876706,-0.6387413802036286,0.3002861559703758,0.12256398895686554,-0.35896799041806804,0.021225902266142654
-3.35,0.0049498668875849194,0.2161414433365101,0.026943349357303803,0.4524355062298825,0.6884143474997979,0.029198464752594022,0.2588664884562195,0.07968381636633792,-0.29163903459488455,-0.14924557253775195,0.46258110197730945,-0.7458939377755884,0.35213378928427386,0.03482474805922253,-0.4139008290283601,-0.015097065912088953
-3.3,0.013459253193353948,0.15141584345900005,0.020580337145371802,0.4775698250736985,0.6493952681184281,-0.039573949015559995,0.29738171291059956,0.10743915659453995,-0.3486126808310296,-0.2269795092642699,0.3939902460890075,-0.7957653991554265,0.34624577507315907,-0.00214043598980046,-0.3771811724817471,-0.048072653920026936
-3.25,-0.011998564339535056,0.05813870065970006,0.024279154167676814,0.4576260931399765,0.610069040020708,-0.07833986532945392,0.3377947187800494,0.1028697008170909,-0.39776410964385756,-0.2372662526405389,0.38905462772811944,-0.7955366262046004,0.2763761839743021,-0.01722309159039448,-0.2716895976152711,-0.08366647265979393
-3.2,-0.05091877761156005,-0.025755254262670002,0.05176837835773582,0.42841209319080154,0.606833860833238,-0.13991485533929193,0.33149949268488954,0.10150624677951292,-0.39642203609969356,-0.18200469043729994,0.3652624201905355,-0.7803762885448955,0.1932943298152505,-0.02058469308652444,-0.1505625284256601,-0.08555874288402296
-3.15,-0.08412966809675004,-0.09720955378333995,0.0812958273789798,0.4544658808118325,0.6056568906956481,-0.22287394374080993,0.2983562101543096,0.11481768864365793,-0.34416108523396055,-0.12158549716326095,0.32661679494989654,-0.7360139280821315,0.11762107851896247,-0.030101912120041485,-0.07721527243712112,-0.03832004007621395
-3.1,-0.10547055330157007,-0.18516499331470992,0.016847728339522805,0.4493136077586135,0.569441760992438,-0.309545424405711,0.3137373023054195,0.18097250480333082,-0.2552874106478836,-0.10790359660312399,0.22590002161744344,-0.7166899132648126,0.08179904847165048,-0.07276530355968547,-0.032879451936687065,0.015097065912088953
-3.05,-0.07190229027685302,-0.25360660862799,-0.0281362702587709,0.37127737049762355,0.5022997322382781,-0.363710675788076,0.3091157871737895,0.223963932840181,-0.1953262720707576,-0.141386688159177,0.1450741108251295,-0.6749657209382856,0.028801962778726486,-0.11257747442890848,0.05967865426144292,0.04852255865693075
-3.0,-0.03018654790958808,-0.3230580358750199,-0.030014855779326485,0.28068854997465353,0.397486694040438,-0.40108859083600495,0.30918044540944956,0.21215431456023093,-0.17941206232040852,-0.18453477330911094,0.0855355529499835,-0.6382950115188875,-0.014668367482694511,-0.16813804051668746,0.16721432404177494,0.020532503580786454
-2.95,-0.03177612830209109,-0.3948167024658198,-0.004158071870287994,0.21670391485735852,0.2524904855104879,-0.41796995611642795,0.32012033172845955,0.196062192947821,-0.14301799284785455,-0.21249534188432195,0.07062129001585049,-0.5752487336175875,-0.0899244970708225,-0.19909260721025446,0.2717008386181639,-0.03316959281509696
-2.9,-0.04567608332014905,-0.39642217568026994,0.013292578697441812,0.13356855719475252,0.12524594494081498,-0.3945299248849469,0.30347146928555957,0.185712474216001,-0.1464755888104926,-0.21848586692669192,0.07506778741359849,-0.5044980729214374,-0.15258180475748856,-0.22960577244751945,0.3796279030735249,-0.07155835791532095
-2.85,-0.12673287729942107,-0.3485372416116299,-0.034910511006324293,0.0866051556162985,-0.00809937107386094,-0.39511188911470996,0.2597604116041894,0.18099312346497087,-0.11024732027911854,-0.217228490873986,0.04172985724294148,-0.41772282398628247,-0.16219542223379252,-0.31526327752503647,0.4267941475590349,-0.08274716560277595
-2.8,-0.19503938602100102,-0.2637288357180998,-0.12529128282461088,0.053981008480249504,-0.20567213687946195,-0.441107811830904,0.21023172665378942,0.20403932771061095,-0.048909116734282554,-0.263086842403225,-0.012014265594064488,-0.3764534623892695,-0.12278768304502452,-0.4190926560201488,0.43610691723082695,-0.11110878102916394
-2.75,-0.22518773330820907,-0.21500888828103992,-0.1855171580631844,0.03514768177304051,-0.389710723054704,-0.523037761119681,0.13828969033850846,0.21488606288837087,-0.0074721961539675474,-0.283487655017298,-0.10399698081824352,-0.3479441266818964,-0.054293955853630504,-0.5370525008056934,0.46864019705191196,-0.13637131064076893
-2.7,-0.2833663780550151,-0.1628902727728998,-0.2364015392545562,0.023229704856163547,-0.562683500051468,-0.54208700862106,0.11382640741960048,0.26194104891856096,0.007472196153967436,-0.27081511005816095,-0.1600086196944925,-0.2825236542025902,-0.0022133329554694936,-0.6037196686406305,0.4920667801787759,-0.18241034285599694
-2.65,-0.36797721999260413,-0.08988298769697001,-0.22038644372785618,-0.08549641825365145,-0.7437779892014235,-0.4831452564530859,0.11764073499294248,0.238842806072461,-0.019072658644383567,-0.19921872561951992,-0.1765015237379705,-0.1588304439179645,0.0022133329554694936,-0.5901627695945735,0.5279583711938299,-0.25085753183809695
-2.6,-0.45257018167876417,-0.05115821236897,-0.1873219862876706,-0.16861841275596648,-0.8663934854955577,-0.327407591818448,0.08708837791361446,0.17781816316617083,-0.07486815671651359,-0.12834989668460595,-0.1347028233095005,-0.010668250058645523,-0.011698732261280542,-0.5614221469212195,0.5553829350615255,-0.29673060513565896
-2.55,-0.5550051368383941,0.04105441852056013,-0.22381519487252519,-0.19549714532871948,-0.97219652766429,-0.182659689841561,0.009690140033206451,0.18069718514630084,-0.1150500949889316,-0.025258432255886976,-0.10728570069016952,0.0930717519494435,0.014772561452329469,-0.5407242882099095,0.527301193685218,-0.33427872710359496
-2.5,-0.6390429250984941,0.16548710048791015,-0.2903520646737022,-0.16967137970066848,-1.039347699887549,-0.0920632501721309,-0.09395059681596951,0.19858629122156102,-0.11288650261426458,0.03351429786226601,-0.1387767047438815,0.1522227284604315,0.1051691387389625,-0.5247511572557324,0.41368113200839896,-0.34274946818513197
-2.45,-0.731795831813804,0.31934569818070013,-0.3861277545214522,-0.11996089168516946,-1.119890002389786,-0.02180384569293692,-0.16003847488218548,0.24042098452584093,-0.13255750371889252,0.016044030629476014,-0.17572529743181553,0.1756713442508705,0.22665872099322348,-0.5519504978748815,0.27192123848131694,-0.36542136648848594
-2.4,-0.787675031656524,0.4674147775750641,-0.4678425476652872,-0.1296137227188945,-1.198031095914663,0.04390076676075505,-0.19433529037232555,0.29218616912429085,-0.1873093785180946,0.0026313738518480845,-0.19184564067779242,0.1672403223443935,0.3375004401733769,-0.5659934846921675,0.1523331273519089,-0.42210421893506495
-2.35,-0.8250301867671141,0.585597307865594,-0.4281614201951502,-0.10934649080035147,-1.259729030454988,0.13543201068232302,-0.2637450571865775,0.285332305763931,-0.2771053541639036,-0.012243552389190948,-0.15344635597776551,0.2093541673846655,0.40408692655431877,-0.5515593973438945,0.07633036949836691,-0.4909568778237449
-2.3,-0.9247068595175241,0.7150815388087751,-0.3569076789725462,-0.07022714001897545,-1.3174065183530361,0.22329714918506816,-0.3357512249079095,0.2538920778338809,-0.3305363638411626,-0.0026313738518479735,-0.11362431824815852,0.27004224715762953,0.4581186390533631,-0.5035910347213405,0.009060377448517953,-0.5390661627078179
-2.25,-1.025164653071154,0.8737244246425561,-0.2915405361921112,-0.05257883348581749,-1.328472957161494,0.287015145944008,-0.3998175362253735,0.246077243210431,-0.36600978269541656,0.06275789918281593,-0.04730931496014551,0.3397542733781465,0.49369125045477347,-0.4579976206534875,-0.04090897069158206,-0.5276489528193369
-2.2,-1.100731566232064,1.054843983694033,-0.2434863150357652,0.00037394728528650223,-1.294255043352099,0.32774101130842803,-0.4817096080741075,0.24194559325101084,-0.36178536461361255,0.12052113268659603,-0.015216112870608534,0.3631347445382775,0.5662316408024225,-0.4134718576586174,-0.08189149148228703,-0.48963715683897596
-2.15,-1.171380622209424,1.191892736799541,-0.19793778489946617,0.05284116498123653,-1.28782010968634,0.3232939518803781,-0.5196152592698124,0.23022482066871097,-0.3065005036809926,0.14582891581010604,-0.042621996066904505,0.37009165092041246,0.6669746390611905,-0.37969469125586947,-0.15126796602593806,-0.4313395257321359
-2.1,-1.166485941195074,1.2777368243860252,-0.1311129419640777,0.08260754226098754,-1.296124667298188,0.29754550999142815,-0.5392436867812425,0.24106586623721094,-0.28198098256705156,0.13589470979486595,-0.04568036411975451,0.3362821812734685,0.7403754111945595,-0.3113848387746608,-0.17033135558673607,-0.3772213117178139
-2.05,-1.184090145293944,1.3021520756964762,0.004158071870288008,0.0729616377282295,-1.293011509403505,0.28591045516942803,-0.5130806088052404,0.24754545214267099,-0.30200703164921655,0.14094057942870597,-0.04954319136203453,0.33632803071750755,0.7635751001465775,-0.23389318887426347,-0.12403735928249804,-0.33704114176040395
-2.0,-1.232550686871154,1.3136824968006562,0.12671225951627782,0.056126134986269505,-1.3199986081128539,0.30701359561823804,-0.4831557874065915,0.21945909081016102,-0.27839967009111155,0.12611568088872604,0.014143788385572509,0.3580284250152595,0.7369915722228685,-0.12504152317798548,-0.07552406191658412,-0.3055366462990469
-1.95,-1.264784425666624,1.3145074339006717,0.2483408402250848,0.01615774459063951,-1.330235246878208,0.31500226998482805,-0.4975282405970265,0.14906664017415094,-0.25819841675581356,0.12113722426904605,0.06505508124022047,0.3654991004436155,0.7261528179387136,-0.029187760796328455,-0.023659755916084046,-0.27470444029042196
-1.9,-1.3199238870115642,1.3118598871334972,0.3031422933546868,0.06575585759027153,-1.2739410559341,0.27565386340255804,-0.5642339668238375,0.11821783698980393,-0.19619201121624552,0.09366532118317594,0.09234495320774849,0.30381648633775754,0.7653453343807185,-0.007296777114662478,0.03164897580132797,-0.21591390478212297
-1.85,-1.366158699551524,1.3423479266612148,0.2948944133123088,0.07512689831478953,-1.224906413072822,0.12315130378289707,-0.6467918968306745,0.11198574468469191,-0.1322348217150896,0.06380277319124605,0.0914403989149225,0.2343727778626305,0.8167301422167105,-0.02515909802708849,0.09262965976898696,-0.12902666538923593
-1.8,-1.382638690975684,1.3435106295624886,0.3357352066279028,0.04752380453285654,-1.1271407542389729,0.002356066103626042,-0.6745930385925815,0.07661543873201893,-0.040701331165271526,-0.02709085461967098,0.08492778350691549,0.1613643817593245,0.8506211380991284,-0.037042876831175464,0.1487746811558629,-0.05391694281647494
-1.75,-1.388203916580084,1.3022671010261102,0.40157429725741883,-0.0036289048480164787,-1.064322862295066,-0.07433324370315897,-0.7028000049896309,0.023116961100705935,0.03964829449395746,-0.11582463218740191,0.11846684154065851,0.10630721833093548,0.8211404413966754,-0.07107603916590449,0.23995363125788594,-0.011086585982317945
-1.7,-1.3687038692220541,1.2125300839326751,0.5083755581472608,-0.06837654647438846,-1.006206263340508,-0.10227891141727397,-0.727546095010537,-0.05254459428274505,0.11956438193206542,-0.168848737300064,0.17032080187341248,0.07308176979543851,0.7786103731332634,-0.07241047594187244,0.33318710298858295,0.02696505117230645
-1.65,-1.3887631363013642,1.115760618091377,0.6136144893259438,-0.08767043294925148,-0.940538042801371,-0.08740616912132493,-0.7681714883491868,-0.1388722616495931,0.1963294464548384,-0.212277778019912,0.18823904902239746,0.05017603308874252,0.7141532165783424,-0.06756385765031248,0.4242723002945139,0.07330049247564885
-1.6,-1.4442598290969941,1.056696568831922,0.6722582725438508,-0.12025859869033148,-0.8520694927492958,-0.08194126302223892,-0.7956582303176751,-0.18407137611416513,0.34205639920121733,-0.216521997911178,0.17790453294132746,0.03225161022277451,0.6739506710564415,-0.08721034070303046,0.47052875040463393,0.13534916297062777
-1.55,-1.476239395593874,0.9882577994620341,0.6876287121347878,-0.09637313634820949,-0.737889704760677,-0.06637870011972291,-0.817041290834187,-0.1930705165872021,0.4750674052873074,-0.22448775386780595,0.14454809663284246,-0.009546075496871476,0.6853966174132735,-0.14515643462995448,0.4670002150322129,0.18195285362451014
-1.5,-1.506595004770664,0.8904148271431861,0.6976785971133358,-0.038584356224470484,-0.652478771520455,-0.045268965042655984,-0.850759523589081,-0.19516096809372208,0.6171812132012575,-0.30739082643844395,0.0853364073340005,-0.0657492110900195,0.7217083123243484,-0.20458638711112648,0.41538976755432694,0.19245517697118375
-1.45,-1.5369949326738939,0.7726672262306071,0.7161095948478378,-0.0350965377297795,-0.6297613825362429,0.0011013285578420628,-0.8560648456874875,-0.19996084667193603,0.6606005680380374,-0.38726626004947595,0.008846066614066506,-0.0976351526700655,0.7150211381984315,-0.27532661485630816,0.35290215554638693,0.19383079508041334
-1.4,-1.568310843022094,0.647177066690314,0.7663287942104308,-0.04423167497745345,-0.570797656388168,0.05372293310718601,-0.8886856859958592,-0.20008785038076604,0.6617015118607574,-0.44182181559354194,-0.014652332430327542,-0.1162627536170085,0.6662044608517794,-0.3178476561714061,0.34244440571168294,0.13471759155384536
-1.35,-1.657539547745454,0.5551642228266971,0.8323531916497908,-0.022842721778053465,-0.49209591706601796,0.1365988232418871,-0.9155647987672685,-0.2443340969559391,0.6564770060991574,-0.44580047855929594,-0.0525819678211685,-0.11055392841231451,0.6031527991873374,-0.33393842540162816,0.3414266489918769,0.05122301718450755
-1.3,-1.7120816807557941,0.5381180528007451,0.8446525965609698,0.016859138909696536,-0.33183321387592796,0.23264870793320802,-0.9915934715826075,-0.30672228099143606,0.6818570574122775,-0.39869770853573894,-0.06454107307117252,-0.0871282870236385,0.5816378233439805,-0.3509735700064693,0.2868973022196889,0.011567639279299047
-1.25,-1.750428851178724,0.5570005842849431,0.8378576581017628,0.08219413054150154,-0.14190275528298701,0.293752140994038,-1.0424584421857295,-0.32062468431609803,0.6928321803591575,-0.34783007950821,-0.09394605692061953,-0.0805371068410255,0.5844697445680695,-0.3990748456851303,0.21649311952988892,-0.014917364842075953
-1.2,-1.801819456624694,0.5832197063008511,0.8128995740209308,0.16761354586919652,0.004780063987574024,0.3143417840087581,-1.0531696205081105,-0.32283963319883313,0.7157424405266075,-0.3585049319285799,-0.10535368074013951,-0.11192858187296051,0.6052144753787485,-0.46367527103088546,0.1246662310631999,-0.029930627241837954
-1.15,-1.7916529536411538,0.5915208240691521,0.8241896636837538,0.21772845467762547,0.064375141349993,0.35474417592208796,-0.9980780144544295,-0.3304606005630071,0.7517296151797774,-0.3920123012117409,-0.0912226701653355,-0.11067854275519551,0.5948712849232535,-0.4708313591942905,0.034634981400733955,-0.06478296611996096
-1.1,-1.7662634800293342,0.5601669728984211,0.8995736504363319,0.28493036989163156,0.10435322260074698,0.45451579492859806,-0.8877552180454154,-0.3562660829060841,0.8012997735804974,-0.4356694010686769,-0.06907260790215852,-0.11940839025514449,0.5388427594884275,-0.4439063565495015,-0.04187151802935807,-0.15556299792661793
-1.05,-1.7597851098848742,0.5326039183883321,0.9484992932835238,0.3458259255516215,0.06943896820573903,0.5075343837061281,-0.8062510577972508,-0.4105445268386941,0.8119913986762575,-0.40190965171344895,-0.005359409651360503,-0.0706134324018105,0.4663161431179953,-0.3952397525832353,-0.0986763812166721,-0.26468727433026895
-1.0,-1.7781088115124242,0.5604278050665381,0.9992049783137239,0.3964683832488435,0.04054428530488596,0.542348682009318,-0.6883897717945445,-0.4141999658744281,0.7938391017822375,-0.3732288505164699,0.030029116248278476,-0.009838962922222527,0.458026682636131,-0.3226755539202902,-0.1456978762121831,-0.34128256309333893
-0.95,-1.8374525817279241,0.6257752379464511,0.9707312151393338,0.44762746370774753,0.04557962357140499,0.5481061278361881,-0.6013753946106886,-0.3717946206472191,0.7851673036491775,-0.361868207803967,0.07344074913320547,0.05310063898821449,0.44236853662534936,-0.25016089987303813,-0.19527551618472305,-0.4012383007568599
-0.9,-1.899907898616714,0.6841425315664571,0.8986049399555738,0.49614899639692156,0.045344044119194016,0.5027747347748381,-0.5130677734787366,-0.3337155259462251,0.8063505011979575,-0.366862676576336,0.1131398934571975,0.1057791930725605,0.4808918808664055,-0.21010625027518548,-0.22904676842997906,-0.45326959119041493
-0.85,-1.9353784406044439,0.7107943068646561,0.7872570528215478,0.5543006334291045,0.0024737094539070137,0.44080064273756814,-0.4035733936047265,-0.34212711952738906,0.7507310327006875,-0.3886348877848309,0.1593253726808545,0.12479872095793448,0.4958786846151375,-0.16289297891124546,-0.22202015440923006,-0.5457610298824629
-0.8,-1.9451270668017442,0.7100727820585631,0.6872015622859838,0.5158071537975145,-0.08985278176867895,0.36975361351161795,-0.24879972580150556,-0.3874813056482331,0.6813889591776774,-0.45662132371820696,0.21861080432637253,0.16272054580359452,0.4382393772800783,-0.07754970187716947,-0.15950910807168406,-0.6596408555415219
-0.75,-1.9672821598290742,0.7244514887799701,0.6025770397174988,0.4491443639583025,-0.15992501101792,0.31900001263339806,-0.056979071080704546,-0.4797767144821641,0.5744746574373274,-0.446682607382908,0.2962661654572695,0.2404089445927195,0.3404330729670214,0.02486222612523753,-0.06850763596639609,-0.7756944171249389
-0.7,-2.010614498206314,0.7483364532235581,0.5217794296753928,0.4286174844085975,-0.16861162925724393,0.264871823928408,0.11668142333786446,-0.5667574788471731,0.5372213145945275,-0.4262465714578919,0.40878781114891644,0.31980102562812346,0.26802000369567847,0.14137423907086355,0.031462293735699975,-0.858656781630992
